"# Serious Injuries","# Visible Injuries","Agency Name (Crash Level) ","Date","Intersection Name (from Crash Report)","KABCO Severity","Light Conditions (Crash Level)","Location at Impact (Crash Level) ","Manner of Collision (Crash Level) ","Roadway (From Crash Report)","Surface Condition (Crash Level) ","Time","Safety Equipment (Crash Level) ","Weather Conditions (Crash Level)","# of Fatalities per Crash","Latitude","Longitude","Geolocated City","Geolocated County","First Harmful Event (Unit Order)","Operator/Pedestrian Contrib Factor (excl None, Other, No Contrib Factors)","Most Harmful Event (Crash Level)"
0,0,"Gsp Post 00","2022-06-09","I-285 and I-20 Wb","(O) No Injury","Daylight","On Roadway - Non-Intersection","Sideswipe-Same Direction","I-20 Wb","Dry","15:46:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Cloudy",0,33.765008,-84.493853,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Changed Lanes Improperly","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Gsp Post 00","2022-06-09","I-75 North and University Ave","(O) No Injury","Daylight","Entrance/Exit Ramp","Angle Crash","University Ave","Dry","16:52:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Cloudy",0,33.721657,-84.394308,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-06-09","None and Barge Rd Sw","(O) No Injury","Daylight","On Roadway - Non-Intersection","Angle Crash","Barge Rd Sw","Dry","18:56:00","[""Unknown"",""Unknown"",""Child Restraint System (Properly Used)""]","Clear",0,33.688955,-84.506256,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Failure to Yield","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-06-09","None and I-75","(C) Possible Injury / Complaint","Dark-Lighted","On Roadway - Non-Intersection","Rear End","I-75","Dry","17:30:00","Lap and Shoulder Belt Used","Clear",0,33.790737,-84.39187,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Following Too Close","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-06-09","Candler Rd Se and Memorial Dr Se","(O) No Injury","Daylight","On Roadway - Roadway Intersection","Angle Crash","Memorial Dr Se","Dry","13:45:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.74706,-84.292045,"Atlanta","DEKALB","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Gsp Post 00","2022-06-09","I-7585 Northbound and Fair Drive Overpass","(O) No Injury","Daylight","On Shoulder","Not a Collision with Motor Vehicle","I-7585 Northbound","Wet","06:13:00","None Used","Cloudy",0,33.708453,-84.402543,"Atlanta","FULTON","Median Barrier","Under the Influence (U.I.)","Median Barrier"
0,0,"Gsp Post 00","2022-06-09","I-7585 N and University Ave","(O) No Injury","Daylight","On Roadway - Non-Intersection","Rear End","I-7585 N","Dry","19:09:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.652418,-84.396323,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-06-10","Lakewood Ave Se and Shadydale Ave Se","(O) No Injury","Daylight","On Roadway - Roadway Intersection","Angle Crash","Shadydale Ave Se","Dry","08:45:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.702094,-84.385153,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Failure to Yield","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Gsp Post 00","2022-06-10","I-7585 Sb and Fulton Street","(O) No Injury","Daylight","On Roadway - Non-Intersection","Sideswipe-Same Direction","I-7585 Sb","Dry","15:23:00","[""Unknown"",""Lap and Shoulder Belt Used""]","Clear",0,33.744477,-84.390917,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,2,"Atlanta Police Department","2022-06-10","I-20 Eb and Burton Rd Nw","(B) Suspected Minor/Visible Injury","Dark-Lighted","On Roadway - Roadway Intersection","Angle Crash","Burton Rd Nw","Dry","21:33:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.755796,-84.469667,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Failure to Yield","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-06-10","Jackson St Se and Gartrell St Se","(O) No Injury","Dark-Lighted","On Roadway - Non-Intersection","Angle Crash","Gartrell St Se","Dry","23:02:00","[""Unknown"",""Unknown""]","Clear",0,33.752898,-84.373727,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Misjudged Clearance","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-06-10","I-20 E and Bill Kennedy Way Se","(O) No Injury","Dark-Not Lighted","Median","Not a Collision with Motor Vehicle","Bill Kennedy Way Se","Dry","01:48:00","Lap and Shoulder Belt Used","Clear",0,33.742915,-84.358205,"Atlanta","FULTON","Median Barrier","Driver Lost Control","Median Barrier"
0,0,"Atlanta Police Department","2022-06-10","Wynnwood Dr Sw and Martin Luther King Jr Dr Sw","(O) No Injury","Daylight","On Roadway - Roadway Intersection","Sideswipe-Same Direction","Martin Luther King Jr Dr Sw","Dry","07:00:00","[""Unknown"",""Unknown"",""Unknown"",""Unknown"",""Lap and Shoulder Belt Used""]","Clear",0,33.750636,-84.458384,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Improper Passing","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Gsp Post 00","2022-06-10","I-20 Wb and Boulevard","(O) No Injury","Daylight","On Roadway - Non-Intersection","Sideswipe-Same Direction","I-20 Wb","Dry","13:18:00","[""Unknown"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.743443,-84.374351,"Atlanta","FULTON","[""Other Non-Collision"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Changed Lanes Improperly"",""Reaction to Object or Animal""]","[""Other Non-Collision"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-06-10","Pine St Nw and Spring St Nw","(C) Possible Injury / Complaint","Daylight","Entrance/Exit Ramp","Rear End","Spring St Nw","Dry","15:26:00","[""Unknown"",""Unknown""]","Clear",0,33.768205,-84.388836,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Following Too Close","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,2,"Atlanta Police Department","2022-06-10","Huff Rd Nw and Menlo Dr Nw","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Non-Intersection","Angle Crash","Huff Rd Nw","Dry","09:30:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.78916,-84.424354,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Improper Turn","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-06-10","4Th St Ne and Piedmont Ave Ne","(O) No Injury","Daylight","On Roadway - Non-Intersection","Sideswipe-Same Direction","Piedmont Ave Ne","Dry","15:30:00","[""Unknown"",""Unknown""]","Clear",0,33.774482,-84.381589,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Changed Lanes Improperly","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-06-10","None and Donald Lee Hollowell Pkwy Nw Exit 12 Rp","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Angle Crash","Donald Lee Hollowell Pkwy Nw Exit 12 Rp","Dry","11:52:00","[""Lap and Shoulder Belt Used"",""Unknown"",""Lap and Shoulder Belt Used"",""Unknown"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.787813,-84.494398,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Failure to Yield","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-06-10","None and I-20","(O) No Injury","Dark-Not Lighted","On Roadway - Non-Intersection","Rear End","I-20","Dry","05:20:00","Unknown","Clear",0,33.765246,-84.494493,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Following Too Close","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-06-10","I-75 N and University Ave Sw","(C) Possible Injury / Complaint","Daylight","On Roadway - Non-Intersection","Rear End","University Ave Sw","Dry","14:55:00","[""Unknown"",""Unknown"",""Unknown""]","Clear",0,33.722011,-84.394084,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Following Too Close","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Gsp Post 00","2022-06-10","I-20 Eb and Langhorn Street","(O) No Injury","Daylight","On Roadway - Non-Intersection","Rear End","I-20 Eb","Dry","14:23:00","[""Unknown"",""Lap and Shoulder Belt Used""]","Clear",0,33.744143,-84.425503,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Following Too Close","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-06-10","None and Sidney Marcus Blvd Ne","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Angle Crash","Sidney Marcus Blvd Ne","Dry","16:25:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.825913,-84.365747,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Failure to Yield","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-06-10","Huff Rd Nw and Marietta Blvd Nw","(O) No Injury","Daylight","On Roadway - Roadway Intersection","Angle Crash","Marietta Blvd Nw","Dry","16:40:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.788518,-84.428253,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Changed Lanes Improperly","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-06-10","None and Moreland Ave Se Rp","(C) Possible Injury / Complaint","Dark-Lighted","Entrance/Exit Ramp","Not a Collision with Motor Vehicle","Moreland Ave Se Rp","Dry","23:19:00","Lap and Shoulder Belt Used","Clear",0,33.746782,-84.348978,"Atlanta","DEKALB","Guard Rail Face","Driver Lost Control","Guard Rail Fence"
0,0,"Atlanta Police Department","2022-06-10","Cooper St Sw and Ralph David Abernathy Blvd Sw","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Cooper St Sw","Dry","14:45:00","[""Unknown"",""Unknown"",""Unknown"",""Unknown""]","Clear",0,33.736894,-84.397065,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-06-10","Quaker St Sw and Perkerson Rd Sw","(O) No Injury","Daylight","On Roadway - Non-Intersection","Angle Crash","Quaker St Sw","Dry","19:00:00","Lap and Shoulder Belt Used","Clear",0,33.686101,-84.41016,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Improper Backing","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-06-10","Barnett St Ne and Ponce De Leon Ave Ne","(O) No Injury","Daylight","On Roadway - Non-Intersection","Sideswipe-Same Direction","Ponce De Leon Ave Ne","Dry","17:29:00","[""Unknown"",""Unknown"",""Unknown"",""Unknown""]","Clear",0,33.77382,-84.358166,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-06-10","North Ave Nw and Spring St Nw","(C) Possible Injury / Complaint","Daylight","On Roadway - Driveway Intersection","Sideswipe-Same Direction","Spring St Nw","Dry","16:00:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.770819,-84.388848,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Changed Lanes Improperly","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Gsp Post 00","2022-06-10","I-20 Wb and Entrance Ramp To I-285 Nb","(O) No Injury","Daylight","Entrance/Exit Ramp","Sideswipe-Same Direction","Entrance Ramp To I-285 Nb","Dry","16:25:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.766532,-84.493318,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Changed Lanes Improperly","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-06-10","Ga-13 and Sidney Marcus Blvd Ne","(O) No Injury","Daylight","On Roadway - Roadway Intersection","Rear End","Ga-13","Dry","10:45:00","[""Unknown"",""Unknown""]","Clear",0,33.823665,-84.356556,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Following Too Close","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-06-10","Lee St Sw and Ralph David Abernathy Blvd Sw","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Rear End","Ralph David Abernathy Blvd Sw","Dry","13:40:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Unknown""]","Clear",0,33.738244,-84.414055,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Aggressive Driving","Motor Vehicle in Motion"
0,0,"Atlanta Police Department","2022-06-10","Hampton St Nw and Marietta St Nw","(O) No Injury","Dark-Lighted","Off Roadway - Sidewalk","Sideswipe-Same Direction","Marietta St Nw","Dry","01:45:00","Unknown","Clear",0,33.77715,-84.408162,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Improper Backing","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-06-10","Ollie St Nw and Michigan Ave Nw","(O) No Injury","Daylight","On Roadway - Roadway Intersection","Sideswipe-Opposite Direction","Ollie St Nw","Dry","20:20:00","Lap and Shoulder Belt Used","Clear",0,33.75891,-84.421289,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Misjudged Clearance","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-06-10","I-75 S and Howell Mill Rd Nw","(C) Possible Injury / Complaint","Daylight","On Roadway - Non-Intersection","Sideswipe-Opposite Direction","Howell Mill Rd Nw","Dry","16:30:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.804865,-84.413443,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Failure to Yield","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Gsp Post 00","2022-06-10","I-285 Sb and Bolton Road","(C) Possible Injury / Complaint","Daylight","On Roadway - Non-Intersection","Sideswipe-Same Direction","I-285 Sb","Dry","19:39:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Cloudy",0,33.799892,-84.488782,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Changed Lanes Improperly","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-06-10","Frederica St Ne and Ponce De Leon Ave Ne","(O) No Injury","Daylight","On Roadway - Non-Intersection","Sideswipe-Same Direction","Ponce De Leon Ave Ne","Dry","05:58:00","[""Unknown"",""Unknown"",""Unknown""]","Clear",0,33.773822,-84.35625,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-06-10","None and Exit 247 Rp","(O) No Injury","Daylight","Entrance/Exit Ramp","Sideswipe-Same Direction","Exit 247 Rp","Dry","14:30:00","[""Unknown"",""Unknown"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Cloudy",0,33.747647,-84.38715,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Improper Passing"",""Aggressive Driving""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-06-10","Fulton St Sw and Mcdaniel St Sw","(O) No Injury","Daylight","On Roadway - Roadway Intersection","Rear End","Mcdaniel St Sw","Dry","16:54:00","[""Unknown"",""Unknown""]","Clear",0,33.741613,-84.402904,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Gsp Post 00","2022-06-10","I-285 South and I-20 East-West","(O) No Injury","Daylight","On Roadway - Non-Intersection","Sideswipe-Same Direction","I-285 South","Dry","10:43:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.779324,-84.496282,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Changed Lanes Improperly","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Gsp Post 00","2022-06-10","I-85 S and Cleveland","(O) No Injury","Daylight","On Roadway - Non-Intersection","Angle Crash","I-85 S","Dry","14:21:00","[""Unknown"",""Lap and Shoulder Belt Used""]","Clear",0,33.684823,-84.405898,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Gsp Post 00","2022-06-10","Armour Drive and Georgia 13 Nb","(C) Possible Injury / Complaint","Daylight","On Roadway - Non-Intersection","Rear End","Georgia 13 Nb","Dry","16:30:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.810779,-84.371847,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Following Too Close","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-06-10","Stovall Blvd Ne and Peachtree Dunwoody Rd Ne","(O) No Injury","Daylight","On Roadway - Roadway Intersection","Angle Crash","Peachtree Dunwoody Rd Ne","Dry","17:07:00","[""Unknown"",""Unknown""]","Clear",0,33.862074,-84.357953,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Failure to Yield"",""Failure to Yield""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-06-10","Roswell Rd Ne and Sardis Way Nw","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Angle Crash","Sardis Way Nw","Dry","14:00:00","[""Unknown"",""Unknown""]","Clear",0,33.840632,-84.37933,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Failure to Yield","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-06-10","8Th St Nw and Spring St Nw","(O) No Injury","Dark-Lighted","On Roadway - Roadway Intersection","Head On","Spring St Nw","Dry","03:39:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Cloudy",0,33.779542,-84.388816,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Wrong Side of Road"",""Reckless Driving"",""Under the Influence (U.I.)""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Gsp Post 00","2022-06-10","Bolton Road and I-285 Southbound","(O) No Injury","Daylight","On Roadway - Non-Intersection","Rear End","I-285 Southbound","Dry","15:55:00","Lap and Shoulder Belt Used","Clear",0,33.79956,-84.488336,"Atlanta","FULTON","Motor Vehicle in Motion",,"Motor Vehicle in Motion"
